,rms_IBI,mean_IBI,std_IBI,skew_IBI,kur_IBI,mean+-std_IBI,mean_HR,std_HR,HRV,skew_HR,kur_HR,mean+-std_HR,low,mid,high,LF/HF,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,sp 0-6,arousal,valence
11_16_left,0.8305862467023069,0.8299683988764045,0.03203076767051967,-0.2320245781063954,0.12426204567527721,30.33707865168539,1.2066844454621977,0.04721781103898777,0.0022295216793135554,0.48416669302009163,0.501798345252829,30.33707865168539,0.0020741643608320564,0.00013963490161212252,0.00016545624035036794,12.536029807276131,0.0037593602448127315,0.6001735948087976,4.38872465099186,29.467450099509257,53.21138179427321,57.425469258119705,62.78658326605381,79.57967225475366,107.29144657571132,122.61329474355654,135.8730110053326,147.8611967001683,157.17864309827993,167.63006102554027,179.7532405929495,190.28731009339515,197.2222750912627,199.4015571064899,199.62200638588195,199.6330583362406,199.60982527576792,199.5867265350726,199.5542830819734,198.8700421801332,196.9254145000108,196.07427322160407,195.9603465511163,195.90266190492662,195.8569039158395,195.8264437399008,195.82128593465978,195.7782963924431,195.63751398167227,195.32860075251892,194.4784334067126,187.21168572084818,176.9848308814288,172.34770662652247,171.42324025757816,170.89124088085347,170.74241334679616,170.6150194522588,170.57487560564024,170.4289157129053,169.97977604252915,169.348607875048,163.62975496002318,159.05068494399325,151.15420207904447,148.1054052250357,146.99797765641378,146.445564212209,146.34319980371552,146.16626844230598,146.1116867064545,146.0062767864026,145.7308105318083,145.1522004884625,144.26109823429752,143.47783678580328,2.8294,6.8703
11_16_right,0.8305895493667165,0.8299683988764045,0.032116294676419056,-0.2204172250807024,0.16320608584883933,34.8314606741573,1.2066935774544159,0.04733105608028903,0.0022402288696754652,0.4804701089616801,0.5828586858906526,34.8314606741573,0.0020653230142140735,0.00014980853138999285,0.00016479323127332595,12.532814595937682,0.004577455387462107,0.6442095864437642,1.553606304675801,13.847616700205943,61.432571177781846,90.34010126111774,123.78163661883706,172.68959885257084,218.55069699038165,246.641689090603,275.31374889856613,307.9188002211572,340.3103202558758,373.44806930571366,399.70059218820245,417.047216406039,428.45897233041296,436.6607385573418,441.88870724598036,444.83561441551745,446.2546494083598,446.9190104856888,447.2020990533961,447.2455363647909,446.9701987366825,446.7915461380828,446.7951714693718,446.7695335021406,446.7281451999352,446.7079435731713,446.68849780960073,446.652707012783,446.54064236977956,446.3410115784443,445.95469773856195,443.05190194571315,438.0122182849185,435.45902198622036,434.8714454992423,434.53962133019775,434.39538011565435,434.2613559240178,434.1989142322738,434.0651472234051,433.4249506488547,432.18251771679655,422.63219643633334,413.3138706057282,397.4550806486966,390.06819566990026,386.8102121329557,385.2570517316063,384.7138019993306,384.1119371822109,383.8780877718957,383.55189012254584,382.4799019923769,379.3973691824119,373.73263783598105,366.39571487386684,2.8294,6.8703
13_1_left,0.6191102696948797,0.6163541666666666,0.0583529542894407,1.1505459009824583,0.7014318605069167,22.666666666666668,1.6358009771239037,0.1418105008230669,0.020110218143689056,-0.8103159410955235,-0.20135478582525135,36.0,0.010540938854891574,0.013808124685183831,0.0028910756483342195,3.6460266478897063,0.21041800093063343,16.376099527185396,35.27407170768053,281.4301239821468,421.8439797693477,750.155313401849,1120.6635724280072,1359.8891851321237,1729.4897942416173,1847.0336796502772,2113.504002084339,2240.4641260019152,2569.4517325050406,2793.628286818692,2956.1757647707973,3167.0552045595114,3251.187032451963,3286.6803309883926,3280.202243716075,3279.2973408967937,3279.127801824516,3279.1036628921584,3279.090858662431,3279.0356628187196,3278.789723918398,3277.8949327880864,3275.6571487902615,3272.7984807612497,3271.4250564292306,3268.2932492823415,3260.229975575257,3245.8245950518535,3228.8019032749467,3220.1539879561715,3188.7951425752294,3091.516685701851,3052.3545937016065,3032.0302457810944,3026.374465178801,3020.039277844579,3014.068785333183,3010.98403773849,3006.073834755429,3001.8633868062334,2994.761713215152,2973.6784743974827,2943.8211138745173,2929.5342196098673,2912.4620868065326,2889.2043144664576,2873.6332965914894,2843.2835505693024,2744.218295154058,2643.477736819789,2601.152081825525,2585.706330263784,2580.5317699094644,2575.175875807831,2568.8205448797535,2558.962745935128,5.6962,6.5973
13_1_right,0.619070834328889,0.6163541666666666,0.05793305748280126,1.138723632983035,0.6421548390610083,23.33333333333333,1.6356263809290044,0.14095082308949772,0.01986713452960688,-0.806013623554784,-0.21828100856047916,35.333333333333336,0.010549810286074537,0.013649623858366416,0.0028208031794239217,3.740002267095101,0.14767823456813295,14.116206489726522,18.843392384036108,165.00302707706766,419.12031589452397,987.9427389570478,1326.1723519157251,1574.7378652202635,2086.312747698575,2272.5643080219957,2584.7739573207855,2718.82193117715,3035.189220328446,3261.4364867593504,3418.2361266986227,3597.5447511732355,3679.9918023576192,3768.15650304546,3790.2852221069334,3817.462487369112,3828.7697129070743,3835.012145532393,3838.324220830872,3839.6137541932476,3840.6316384230213,3840.9150024453515,3840.9289096373764,3840.5782947858047,3840.315112757002,3839.573724027293,3836.9289579062574,3832.3413506343127,3825.1448999696227,3820.936332408984,3804.8095362477425,3751.1791390185335,3728.9171849907425,3714.676084059861,3709.1356645726437,3699.7802707462147,3690.7773319679795,3686.4711922261317,3678.5355941992566,3671.7298432409543,3660.6031154991465,3623.3000592121093,3566.0342497157308,3538.72411119647,3508.2222632271246,3464.2860040940277,3436.649246410268,3378.800959075302,3206.2611446068086,3030.9480771161698,2958.898516821964,2932.630726737999,2924.499804256498,2915.073372842864,2904.485699531978,2888.852269530524,5.6962,6.5973
13_2_left,0.6634193598939349,0.6605798192771084,0.06131516489336936,0.5318311233638047,0.014176559852936865,31.32530120481928,1.5265308715473302,0.1379023865080283,0.01901706820460963,-0.0637081735795191,-0.2904524839910172,31.32530120481928,0.008405565245148069,0.006327395730207563,0.0011689994192262793,7.1903930035409465,0.23586787171052004,8.08014074266479,69.334957079728,180.94439825480734,493.7425094032913,645.06956604543,883.7897134799076,1184.281436344897,1395.5377662009942,1579.8693544539046,1757.221770869292,1944.3399096406495,2136.5027535994814,2326.255470573302,2503.4727756442126,2635.2283788223936,2728.288880196675,2751.0557991811916,2753.108320854172,2753.185826955357,2753.1698201979953,2753.140895744641,2753.1104747827235,2753.0062011890054,2752.7888286926113,2752.2196436428558,2750.741654936196,2743.2326939517084,2740.0946021392224,2732.906036221655,2691.9052811119,2666.7752972711996,2635.9029217852044,2616.887304916229,2607.335087244751,2604.8706993508204,2602.141221428212,2599.81266285693,2596.302056434314,2591.1189899586425,2580.289617005245,2571.7104834206198,2554.9233818885536,2546.3991640081917,2514.9718086289654,2440.362322604956,2403.768696472039,2359.5472839229515,2329.764640651468,2288.877818211843,2267.4720094109707,2258.7701428644345,2251.6703533800646,2240.1814464439676,2234.825533795528,2225.315465193957,2209.4106383446374,2200.760717801956,2196.0582941760954,2153.675294211187,5.5597,6.5973
13_2_right,0.6631076819077423,0.6603422619047619,0.060497065611171234,0.5433435363159397,0.013874494824099415,30.952380952380953,1.52673973377577,0.136007938618169,0.018498159367163626,-0.0777492388837699,-0.24706366006668468,30.952380952380953,0.00808848717151855,0.006379196665595577,0.0010548483676583666,7.667914573801725,0.19574168799115313,12.070581531871092,31.7736851696817,109.54294246792605,700.8279270464599,925.4661945998344,1154.9845585000066,1528.8123313320332,1860.6801331397899,2157.6784734904363,2377.8093517440034,2585.850423066676,2798.6251235530854,3007.9822197284093,3188.8958707659795,3312.6382591352135,3409.8352593116256,3470.986054682258,3507.3647050811373,3526.043006293444,3537.0377030365757,3541.574181692642,3544.2590562267305,3545.88142943522,3546.5256680549523,3546.8810406580587,3546.909066147699,3545.6282323044884,3544.8566032986555,3542.87100619931,3527.6676743197677,3516.057124955287,3500.2420005945364,3489.092053590447,3483.5998696764873,3482.087399559464,3480.0166672393575,3477.658174433402,3473.2363632516663,3465.9932477341176,3449.9036840686917,3436.7066952546165,3409.4927791263194,3393.6249148451857,3337.4013906877344,3199.1442615791084,3126.2557782504755,3037.4226487239757,2978.9425278017225,2901.386271442949,2858.605667091642,2842.043823203883,2827.221261794218,2807.8647405384404,2798.356469005377,2781.6151830455315,2755.9026910614375,2741.7925427056102,2733.971357069406,2677.7375571142707,5.5597,6.5973
13_3_left,0.6487955025733397,0.6466916899441341,0.052205960546592885,0.6151079091649302,0.06512331785132908,32.960893854748605,1.5560904489385452,0.12148884202258242,0.01475953873598799,-0.23574415310659916,-0.4194377798445639,32.960893854748605,0.0057681604494109065,0.003408493609350976,0.0010861600243512663,5.310599101505389,0.04353663287839968,10.822809861272198,22.93365162853721,211.59039795840496,491.28840180542807,615.7812948852172,939.7700808429356,1119.103424185982,1414.526878779388,1605.0874201589304,1725.346266873848,1939.1196707968638,2155.3091332943177,2311.8662434613275,2495.606053019278,2625.1198220110036,2718.637681858766,2735.9937387237023,2736.5920399958086,2736.449847997603,2736.381253857788,2736.326379966115,2736.264827237415,2735.938880255362,2735.1954406256114,2734.9516234835196,2734.5784167291476,2733.947605099115,2732.9121199260953,2729.049199117535,2724.2693461851577,2713.9794214263884,2672.5601556958086,2609.716673446971,2589.16649520044,2556.213073957547,2541.792055837679,2538.5377281433443,2537.3673536709553,2536.377437361712,2535.607493245671,2533.7489573905455,2530.0185618943283,2524.6804989092852,2516.4572057241953,2510.350757290962,2492.0225708163885,2462.640027432385,2378.5511479738107,2332.6644846945396,2255.9055040092776,2229.182244445486,2212.8982019372474,2181.395676832805,2167.516342897399,2164.950640415411,2162.300723848731,2159.223964071652,2145.6407332325825,2140.8972496657498,3.8396,3.9761
13_3_right,0.6487437332180287,0.6466480446927374,0.05210314467212376,0.6180314772887776,0.13348853401278937,31.28491620111732,1.5561596815967065,0.12129694213965557,0.014712948172430951,-0.2285574378665172,-0.3905282237084191,31.28491620111732,0.005785688066069,0.0033272300485792774,0.0009879557466272045,5.856221886274602,0.03704409528081415,12.690219621057908,16.29605051744018,129.96394547191704,698.6279834481434,927.6345219232422,1231.9339176292992,1460.3475991037462,1908.6627744704574,2225.058469255683,2369.5815715358885,2606.245509767848,2844.615184652701,3016.3077517940465,3208.4346545728663,3332.7339336433315,3428.879291420077,3489.6852384418685,3518.97567904441,3542.295656494617,3551.052810413521,3557.00298846575,3559.7325635045854,3560.813437470297,3561.6214644729907,3562.0038018068567,3562.1382210966526,3562.0987557153294,3561.8772908066826,3560.6679041145426,3558.910699452371,3554.0025427807236,3531.0507835895546,3494.5999924090183,3482.44475138982,3459.7693227283503,3451.662420778808,3449.4104903009843,3448.1242836402985,3446.8168053334016,3445.2488341425164,3442.5523275127134,3436.6580949061336,3427.218378391232,3411.639716025025,3399.894651134833,3362.838320901533,3302.4537116608435,3127.262372656256,3024.4299037256583,2876.582048858532,2819.3854402343213,2788.090533804819,2729.372864987785,2705.5077176267173,2700.2502198305747,2695.34356875787,2689.945783975672,2667.260909290302,2660.4183205232425,3.8396,3.9761
13_4_left,0.674639262387911,0.6724658613445378,0.05410914600558269,0.27508800249468013,-0.7142188088714221,39.49579831932773,1.496614424929105,0.11911822435298215,0.01418915137300739,-0.0034609210650414974,-0.9338210709478636,42.01680672268907,0.011774516897114461,0.004042192881689977,0.0009285769519317905,12.680173541480888,0.17924629090424346,7.444075220788218,71.62038690926937,161.14324660900118,446.6015497167517,608.7184928452727,838.8044809549687,1070.9976499422667,1311.840312958256,1483.811510089036,1616.682006288619,1809.8247076108419,2000.3343623495316,2169.807215448456,2311.0592909223565,2436.1661564426277,2528.600597095743,2547.0323282284717,2549.1553178516233,2549.2559839278556,2549.224728237626,2549.1926863441545,2549.167864923977,2549.1338349180396,2548.9970192684195,2548.574296986558,2547.697231173305,2543.312171919047,2528.2781484556044,2514.617927624472,2485.038509547108,2469.7157479854873,2460.0718243745537,2426.8685013334402,2412.159595767357,2409.0484894305705,2408.3689219032217,2407.3966691681935,2405.5137371801543,2402.3076424208457,2395.506651608104,2382.568169407628,2346.3430744879047,2322.211585962615,2297.8324479982443,2259.142650018883,2212.283512013499,2204.9242527473343,2192.5262552401095,2156.1346644718838,2110.0376611676293,2096.70147648204,2089.931433074347,2083.75470117096,2073.3348762282462,2059.094500737522,2031.3286259095019,2018.2184404579182,1993.9412530559787,1980.2744342728186,4.413,6.8976
13_4_right,0.6746920412943505,0.6725260416666666,0.054019199050915505,0.2691656602936327,-0.7014023727719962,40.0,1.4964524644597375,0.11897106607070558,0.014154114562000194,0.005904035074708873,-0.9177684756947131,40.0,0.011895736403063295,0.004179894468543739,0.0008963843593024026,13.270798714427558,0.13132810811723925,11.974470801559006,34.845273135916216,107.09988363351445,714.4696215665849,1003.7524050957458,1228.8120679744159,1542.2347761049678,1968.8049683976135,2257.4270844948046,2419.272775984855,2648.8326707730307,2878.256541247957,3079.8377553823793,3241.06627944681,3366.007360607519,3469.4554536441647,3523.475776157794,3559.2377395549242,3579.149275369919,3588.684379251609,3593.948073327241,3596.4653813914992,3597.778532186009,3598.466029384819,3598.8072226773656,3598.867254679058,3597.9918008360846,3593.626702188494,3589.023919710209,3576.35966592512,3568.5656988563333,3562.5092364800803,3538.729622609977,3530.0030752126736,3527.7154223571574,3527.0816822562206,3525.9232167054292,3523.4038298924283,3516.944801662031,3504.108484221713,3478.521598092205,3403.0955006308595,3358.11483831697,3305.4473120451953,3224.5178923557733,3119.830907438666,3104.6034371687347,3078.626694488377,2996.0601241121226,2896.7321844937987,2868.786876767898,2852.489047857907,2837.282720503945,2811.9993341568147,2780.0402866155055,2730.082661991507,2706.974485001405,2668.259946013643,2649.0348705180677,4.413,6.8976
13_5_left,0.6472059626082831,0.6458333333333334,0.04212912996098829,0.6663891478545344,0.24452122385156372,33.333333333333336,1.5547715977084813,0.09820888932762549,0.009644985942965792,-0.3457890359805921,-0.31942572556550575,35.978835978835974,0.004444200092434444,0.0031127776848590334,0.0015313824638900307,2.9020837036002423,0.03325934404363144,8.377459418577466,46.07173341126073,171.42433815563385,489.06245982845996,608.9060890574466,878.960827154772,1112.442847276406,1345.1851331108646,1543.6673803668696,1679.1945159253105,1872.4111729356398,2068.669787420026,2244.2752956279887,2382.615427480788,2525.381876167219,2619.3121348973227,2635.180373814864,2637.6608501326273,2637.739228779539,2637.711945719375,2637.676270321786,2637.655792057645,2637.6057563771647,2637.49247174485,2636.9183460877757,2635.6197893140875,2633.7931691058134,2629.7375534727753,2621.4580082998755,2600.018672219197,2576.971271600149,2551.031215368548,2521.514727146175,2493.228520017798,2488.548674885907,2486.8507356177006,2484.6256132126864,2482.014396849534,2476.7982263842205,2474.6650601807173,2472.6563859818175,2459.346132410072,2430.96572735559,2417.9859565422116,2381.4243033802436,2339.458224951417,2284.078757150963,2245.309118199875,2198.5324188885324,2157.0207764749644,2130.8767392073028,2117.1528246336584,2110.935333089624,2109.5568217273067,2104.9851410627984,2095.8404833196555,2079.289324016471,2056.6662222899263,2046.9453376450838,3.8396,4.058
13_5_right,0.6479711584026796,0.6465460526315789,0.042951413809490274,0.7525362062546443,0.4787537905633523,34.210526315789465,1.5532581732579211,0.09938524710597976,0.009877427342316659,-0.4104314676442627,-0.21068396839855774,34.210526315789465,0.004900592067302761,0.003488028292036979,0.001542527784850241,3.176987873692365,0.034491409355240865,13.48727852666499,28.392584274646516,117.75446729282991,762.4701384795,979.5779333356288,1249.7545554833828,1566.7283069667064,1942.9782973819656,2277.699530255323,2456.511885120007,2678.704480622253,2915.7533157824596,3117.0508439961636,3262.136755804245,3405.8632591900564,3510.3884758740287,3556.645295036043,3597.1407742986967,3617.2110713481793,3625.7277833361386,3631.9774784987985,3634.408920549896,3635.725353325144,3636.5242763395368,3636.858338049444,3636.8922175383286,3636.5608876920437,3635.2943786144633,3632.3929134740188,3622.465063783371,3609.199480110102,3593.052550437629,3574.3178794596865,3554.734766324505,3551.3995398287047,3550.279145292301,3547.8854192609724,3544.26744530518,3536.5150944318366,3533.111906155972,3529.9007505955797,3505.351023791959,3451.2953228197316,3426.841800503342,3351.5461298518503,3265.2844499197054,3147.5187617394313,3066.3938572475345,2970.406810760789,2888.3907425021093,2835.5823309282105,2807.160895499822,2795.313166275238,2792.5840688041703,2783.945940282853,2766.9147878682566,2736.8303158287335,2701.106582668707,2686.892812653306,3.8396,4.058
13_6_left,0.6206190320734484,0.6196146844660194,0.03529342383304822,0.16508879662244805,0.1281818568686912,25.24271844660194,1.6191453343644902,0.09228191823246534,0.00851595243266342,0.18247615374836298,0.009337564649487096,25.24271844660194,0.0020312877482044746,0.0031491174114278175,0.0010408111694095831,1.9516390752769834,0.10693508495840001,13.294383293629402,19.383903142779083,242.8169578627889,579.8654540844768,675.0654356219065,1048.5974027984735,1217.0477338047888,1561.0660331895458,1788.2929310740053,1929.8076609614768,2199.446458424419,2343.5904658308727,2581.133873878618,2748.4346801155457,2881.6930033262997,3021.058038589318,3035.705607960474,3036.2539016505734,3036.1163954293934,3036.09990488546,3036.0659838019146,3036.0532566896572,3036.046350479379,3035.998637853224,3035.99243583319,3035.981980792497,3035.939398335981,3035.5124807719485,3034.9679617114684,3030.0096177354685,3009.389544375665,2974.315550361069,2919.0783103264594,2833.9737566774515,2818.5593785442948,2809.564782123573,2807.7624747705067,2806.97577625628,2806.798977032255,2806.5616119010883,2806.457332065912,2806.194042155539,2803.8997077388053,2798.4544710849846,2789.2931546158297,2771.0327328354288,2706.701236676531,2678.492950894459,2651.2463857985763,2469.4844917637506,2427.4753040522705,2410.122805347843,2402.9610277861134,2397.9212736769528,2394.5766391509583,2393.000651857603,2392.376978598926,2390.8701855393047,2385.1608996949935,4.6041,3.4573
13_6_right,0.6207016177933732,0.6196905339805825,0.03541384511982814,0.1788023145732772,0.09970741497100732,25.24271844660194,1.6189772403027314,0.09249496200456098,0.008555317996225179,0.16619571247878748,-0.004463120696000189,25.24271844660194,0.0020479993042221154,0.003175208108379193,0.0008997514443894349,2.276183402641686,0.08232967109314349,14.756348274188237,16.715072096942446,129.44791156907172,785.412915986911,960.3647087690684,1324.745401784402,1521.6523845197191,1990.2685978641368,2351.9105734806944,2531.6227448890845,2813.0298244114747,2965.2532566941254,3221.8282905588812,3389.9563094192363,3512.1069329136253,3650.3145416132656,3700.0038855695416,3740.137269602673,3759.6074129562717,3770.39874738957,3777.199492416535,3779.0819722052456,3780.848974623514,3781.5746106674724,3782.0144553912805,3782.2464888202016,3782.318039537476,3782.214496353841,3782.1347611039982,3780.560714330234,3772.441903163924,3756.9569081910486,3729.412303971163,3684.2645276048306,3675.2836938076907,3670.166226052187,3668.982185266263,3668.4454678508155,3668.18065862209,3667.8266181956055,3667.6635837481563,3667.0692393138916,3662.612979452179,3653.2519336519645,3636.5559384203293,3601.1508568705176,3476.572793202029,3421.285332511543,3367.6779527641625,3011.8449266845273,2931.6614622512066,2897.4752065271787,2884.9243329698934,2875.490771631479,2870.042176802162,2867.287543532493,2866.092262266693,2863.1034482580867,2853.1606732065115,4.6041,3.4573
13_7_left,0.6462644936420526,0.6437222633136095,0.0572664252142796,0.6980210641260081,1.1333402348291104,28.99408284023669,1.5653458610632471,0.13476005056010623,0.018160271226962385,-0.07710619974785828,0.15188759651646988,28.99408284023669,0.0046970880914189725,0.007600196267207886,0.0030318360632867075,1.549255300541225,0.061267319435770795,10.542647252434827,44.24444555545841,204.20492580059457,544.8216812574203,664.3267949929549,974.118632213636,1225.0602930727564,1510.504840070791,1712.8787348506967,1853.6839754778284,2110.0027821318877,2293.911729337635,2483.9605750104147,2658.179219394175,2816.0692102272023,2913.077968888134,2930.794351503504,2933.231947010725,2933.2230330421,2933.205980287788,2933.181347176408,2933.090937626816,2932.8280925343433,2932.2887969127773,2931.043755837052,2930.0117674744006,2929.3008122347787,2924.9872867278973,2914.378113194465,2899.4980592111606,2869.532537087782,2837.5778593673076,2797.767991735118,2762.9330086654822,2752.65006387966,2750.3997658600433,2745.367549405504,2742.424799505933,2740.8361655957606,2739.5256786138575,2737.427153276501,2726.94363107031,2702.0235466344743,2680.6059169762107,2653.1148126721164,2619.9719686733824,2571.7871787529393,2537.6266974852642,2490.6448675190722,2398.903490546277,2381.2769311476104,2370.37984824963,2366.994452034687,2365.342423761164,2362.1842206615206,2351.7816338945768,2334.0694228088078,2317.3875831574505,2298.73911790464,6.2696,2.0922
13_7_right,0.6459557670646592,0.6434151785714286,0.05723426410804061,0.7190907190245275,1.1954167164889036,29.166666666666664,1.5660724857700243,0.13462145582882132,0.018122936369471286,-0.08852504950616949,0.19788539436653174,29.166666666666664,0.004758612799332409,0.007403648055936877,0.0028852135478688763,1.6493104307122408,0.06357095799456025,12.324942797774701,23.09720299201158,120.20207816968825,749.4453404621034,934.8705257656127,1204.24927908126,1500.9734963294113,1927.3915145195106,2226.4536573476103,2392.764193030369,2649.3979884095643,2842.197219087076,3043.399627757639,3215.1267635736194,3364.9659220066715,3462.8413343805787,3511.107574473953,3553.3248073608793,3572.411102811158,3582.7268996198945,3588.8365287324373,3591.1164922766843,3592.4682705633363,3593.237771141433,3593.5012151620695,3593.529012441308,3593.481425546709,3592.5193496345987,3589.084506433902,3583.362808804183,3569.5263219058693,3553.7239337529327,3530.766106238423,3510.0857669867282,3503.1661385053726,3500.7330942458407,3494.657874842643,3490.343090420176,3488.1620469871964,3486.257673297373,3482.732392776558,3466.282870660089,3426.4380805546584,3385.798634302411,3336.23655079526,3272.073369866271,3175.8190200912745,3114.414599434727,3017.061928674068,2857.0107022609786,2824.5759084791853,2804.120218251272,2798.2472324583878,2795.1812064505334,2789.9350294109095,2774.3991555863868,2748.5326500298015,2723.400210572379,2698.636686343524,6.2696,2.0922
13_8_left,0.6833605527566838,0.6787642045454545,0.07912521527109292,0.060148132575490953,-0.9916276177714178,36.36363636363637,1.4936927186248987,0.1763800364861483,0.03110991727085501,0.27444317004482083,-1.0213833406463642,36.36363636363637,0.021756556019312097,0.011902311062599515,0.0013333067266399806,16.317742635364954,0.1714167958564447,5.2300925162064695,66.22310206648497,185.30111360816537,403.55449566091653,580.2293366390182,800.1967461007707,1072.9334868826222,1267.8547040319436,1434.2372971102386,1576.5049866710694,1735.815298110513,1934.2733917798228,2081.2117179985025,2215.7542255644566,2332.825702436159,2406.665954315158,2429.5498272081586,2430.898158860083,2430.8898317855987,2430.869423224712,2430.8419756236053,2430.785494324595,2430.6810217099055,2429.768860731485,2425.510718219816,2413.571618805076,2410.866941258952,2397.7067614808175,2387.7240076060157,2369.8730353798624,2355.7836192332525,2347.621466508974,2344.7760952124063,2343.2214227404925,2342.1407437581183,2332.2900219320873,2314.838730700357,2285.7015832647726,2276.912405618531,2250.7854848237707,2235.3754538085523,2215.962245155434,2180.558388270217,2171.8349458257103,2149.786247221947,2119.692948611662,2097.4094584052796,2081.2153380321943,2071.0653499209934,2032.5264758435226,2011.135709041899,2001.3175805575743,1971.6751855514574,1953.7578098926726,1933.6862006555207,1915.6973686186573,1900.1715403446367,1879.089242248816,1866.592298675041,7.9898,1.8464
13_8_right,0.683337817350056,0.6787642045454545,0.07892862122522462,0.060846832396810796,-0.9874301324129715,39.090909090909086,1.4935877408945597,0.17590431788967822,0.03094232905223297,0.27275892597637175,-1.026964671250494,38.18181818181819,0.02173128563666856,0.011911268832614999,0.0013171284413459226,16.498987459766795,0.14979055249012524,10.056663647411533,25.995228628751846,168.81885352614685,594.4431557875542,911.4817497315678,1133.3294063590802,1467.574615498883,1804.611988177498,2082.120266373892,2263.737672359856,2450.2732370700305,2678.8241045370023,2854.2070562677227,3001.6540029821217,3122.4109168309005,3205.1455550311994,3263.94725920399,3293.882452553057,3310.5684383339394,3321.5083668247253,3325.7687095312695,3327.6269023349255,3328.9454540821494,3329.539755008512,3329.5365935970594,3328.07799715156,3327.438640207733,3324.033393033077,3321.1699072310826,3314.3799818943453,3308.2632384898366,3304.1198573996744,3302.3831794584958,3301.2391948037775,3300.336310471349,3292.2964609725304,3268.5733289874056,3227.934756910238,3214.5104499477543,3171.5595474720008,3144.4007776104468,3109.855841688684,3043.9865991221764,3026.998931225972,2984.082951806896,2928.649482854855,2883.3322598711766,2849.644220539243,2829.0154986585994,2745.933008177368,2702.337401886083,2681.7798776436016,2624.638974374884,2591.603391498701,2555.756077297614,2525.2172987723425,2498.8204891236855,2463.6425228185667,2443.5098291481963,7.9898,1.8464
13_9_left,0.7041144789628212,0.699609375,0.07952309033981642,0.47122581872002706,-0.29278428486327623,33.63636363636363,1.447433093175155,0.16032397771524565,0.025703777830438587,0.0011558860218505566,-0.6380153459471467,33.63636363636363,0.020431022854644112,0.0074593134096583545,0.0028980317664454164,7.049965114669465,0.3437334099259175,6.802853825391552,60.30686414070292,189.1741809688993,451.55076027624347,632.967882370099,892.0125997363363,1162.6200871272003,1367.550965960506,1562.3025573737582,1727.5591411935288,1906.5078336685283,2135.2993289150986,2303.862171084016,2447.658652029434,2568.114831534857,2655.206950901046,2681.0028384211537,2682.7572626439214,2682.8187074210314,2682.7463830220877,2682.541494027706,2682.2671378682144,2681.600646259991,2678.9402444099924,2676.332123107379,2670.1014086375326,2661.594614614588,2647.417178550457,2639.7271033110055,2629.2383911641764,2618.3507979269143,2585.5029640485354,2577.4248969804116,2568.1787874219317,2559.94814329407,2553.742807096912,2540.7890134947384,2531.1926028573894,2512.850591732692,2500.35363207957,2476.0931053330987,2449.8410025283683,2426.815890800393,2411.0137786374526,2392.911345179533,2372.5962322486803,2327.8782439614993,2291.0523324235755,2258.944621517703,2237.945887081234,2219.9436371543025,2195.408079112041,2182.7037642665396,2167.5374559828088,2146.8674852748504,2116.7920113853324,2099.2999380582837,2087.7337197871666,2070.3550821406793,6.2696,2.5836
13_9_right,0.7041266933598289,0.699609375,0.07963116672481928,0.46856159953371407,-0.2965171227240089,34.09090909090909,1.447488080902539,0.16060139384240052,0.025792807704121845,0.005686796001428612,-0.6289000313985595,34.09090909090909,0.020472924126098704,0.00749575007946432,0.002905440082074967,7.046410714991456,0.3292249365731375,10.820147021310314,24.350476359158016,150.78623777015966,659.0481138768479,959.9315369065775,1202.248890160072,1551.5817089693228,1875.7615454180627,2177.311932188174,2367.030808142453,2557.129731044566,2814.292874734571,3003.167888361935,3152.0827709187092,3272.613077462446,3362.0146668963816,3423.747317526857,3457.7243232277524,3475.2655720993794,3485.705237759378,3490.2113271423596,3492.36716126285,3493.517641327881,3493.9650067445646,3494.079798333922,3493.2683636873667,3491.6597085122517,3488.2385024451646,3485.6291437208192,3481.751004605676,3476.119626773565,3457.144672242586,3451.279937898012,3444.314304372165,3437.00254331464,3428.983298894046,3412.079332378775,3399.8202530004887,3373.7533216763386,3355.307979150441,3317.497556947518,3276.8560730641834,3238.3667106617568,3208.2610568981513,3173.013877111205,3134.1099530036,3034.098361764057,2955.566100580186,2888.048243298436,2847.0196555860944,2811.5224531264125,2764.668207200019,2739.5789763798402,2710.603229473455,2675.6530609282922,2627.1952049809906,2600.7692147578646,2585.773185877072,2562.5967470547625,6.2696,2.5836
