,mean_GSR,mean_diff1,mean_diff2,mean_diff_neg,pro_neg,local_min,ave_rise,sp 0-2.4,sp 0-2.4,sp 0-2.4,sp 0-2.4,sp 0-2.4,sp 0-2.4,sp 0-2.4,sp 0-2.4,sp 0-2.4,sp 0-2.4,sp 0-2.4,sp 0-2.4,mean_SC,std_SC,mean_SCSR,std_SCSR,SCSR_diff1,SCSR_diff2,mean_SCVSR,std_SCVSR,SCVSR_diff1,SCVSR_diff2,ZC_SCSR,ZC_SCVSR,arousal,valence
1_11,282418.8292123508,3.886353623886042,-1.5710629213303133,126.23384129403746,0.2714269235205906,6,775.0,0.5770193602743725,0.025074637189761134,0.0076642681038881786,0.003910277875393387,0.000561222044466266,0.00016097441468317046,6.411856889389713e-05,2.3479815747690907e-05,6.651314213933519e-06,2.9611945928899915e-06,1.8574853594895265e-06,6.669532278694713e-07,0.35608176672266983,0.02691827767270732,0.3419046649311239,0.06948573130626483,4.2720673257086235e-05,1.3257031924339022e-10,0.3206633248388173,0.1007229652762256,4.198266678909267e-05,-7.510369400687545e-13,0.39510054054158633,0.38628955941027876,6.5427,1.0
1_12,667163.703873591,13.867692153595263,-3.9907095957776133,315.4307953857842,0.3653397806752439,8,682.625,0.2724395603425661,0.024638819924811657,0.00903285231571594,0.0016816627243010354,0.0005351829849372904,0.0002886244764993158,0.00018626014030630845,9.054585678096159e-05,6.43596817216443e-05,7.151779443584557e-05,0.00010506548691566607,5.440342367535864e-05,0.15481874702862222,0.026730732668703832,0.149699754585668,0.035980369481340535,1.5409097340768656e-05,-1.4719393174924202e-09,0.14167088660147464,0.04540480939528131,1.654864670709237e-05,-2.3178647472191023e-09,0.17564749673397428,0.17626459355844395,4.9317,6.6519
1_13,339664.8260998316,6.635942929756495,-1.4365131670621545,119.14117581209618,0.2967232585761196,9,672.5555555555555,1.0363599726389512,0.024083420429440533,0.008974315613443452,0.004458184612115549,0.0009763610798905468,0.0001971439465246354,6.311303602301438e-05,1.755993293428547e-05,1.821933810294526e-05,1.1523102429331469e-05,1.3406185234891851e-05,5.214520039952512e-06,0.2966042791362396,0.025743482938099548,0.29010967355230577,0.04948454545069874,1.9945981878475596e-05,-1.5102856740947954e-09,0.2796954697020167,0.07025245335391024,2.0678118377989778e-05,-1.6593139277968732e-09,0.3132321239380412,0.3158770257022964,6.4881,9.0
1_14,398872.64262696134,21.569939538085922,-1.7117134302098302,100.57350457988366,0.19423312883435584,5,545.2,0.035834266555950366,0.005291001358550685,0.0013234612840184107,0.0008798500814450559,0.00021975801984312488,2.598002586261213e-05,2.932393626880971e-06,3.53762284566171e-06,1.6366823367877606e-06,7.32563135153286e-07,2.1108230874157426e-07,2.9886460536781923e-07,0.253334107435474,0.02612426948762184,0.24450513732068177,0.05265586283805903,2.678013716557272e-05,7.088709896292888e-10,0.23097129839129624,0.07420248026876952,2.683923366009851e-05,-3.6507316065978327e-10,0.29389467344314557,0.3016555633551611,5.0,6.7338
1_15,311419.89043269353,0.6854571395633839,-1.3081432443387984,118.98826941214064,0.3253677901455593,9,770.6666666666666,0.6896086269479175,0.06740106235650423,0.018856323955951212,0.006716424069406479,0.0013503920416040483,0.00036405030467354625,0.00014816454178242212,4.354292833392835e-05,1.989259782131253e-05,1.1100444594553137e-05,1.1565142103583461e-05,2.6345127473072524e-06,0.32286600626058604,0.024649823851456993,0.31268584227673013,0.05221966867999303,3.0600920825705554e-05,7.728292120689855e-09,0.29801876000422883,0.07558384204893856,2.7133538684180025e-05,6.924257149895152e-09,0.33833844531126234,0.34381231511845634,4.959,6.7065
1_16,261974.76474275807,8.351980856252922,-1.1453571716357256,67.95618323500925,0.2655484946348578,3,809.6666666666666,0.2983612244736415,0.009111567634708833,0.001542060818816862,0.000527812588279665,0.0002611121527536102,0.00012087070360181253,6.389749353202302e-05,3.625259228837644e-05,2.631347503821624e-05,2.0483650430511456e-05,1.7203993614932226e-05,1.5256216334819924e-05,0.38361416727700015,0.027350976233151154,0.37188483742760325,0.07098485201788389,3.591338261779085e-05,-2.009014935387831e-09,0.3534868391941109,0.10440914020356919,3.6524473583520156e-05,-1.4642460977943804e-09,0.4097440117730098,0.41366380545806924,3.1297,6.7611
2_1,1560524.0563023025,12.716156009229165,-7.374565131531659,141.19297015964258,0.3243798258583867,1,466.0,0.036852033464877136,0.00027479459792592966,0.00015551769411402354,3.914359429596171e-05,1.100473839914559e-05,2.7346019218072907e-06,2.626444219385662e-06,3.170753371216946e-06,2.828271165038261e-06,1.2669926707464764e-06,2.802856806165608e-06,2.1596666435142312e-06,0.0641407837562435,0.0019717569819226004,0.062461745796434646,0.010002502988670229,5.079485530706672e-06,1.645134630289618e-10,0.059885472207635,0.015251395950323024,5.0602872218235665e-06,-4.851479212877757e-11,0.06539649496548378,0.0666808664434826,1.0,9.0
2_2,1322631.0328049965,65.90431323039317,-11.58232351290432,482.4569357103028,0.2851790174854288,3,1655.0,0.711141490615283,0.027102027620494306,0.001094582308199374,0.0002525782518829027,0.00028222235223003637,9.626668741843163e-05,1.804330856722157e-05,1.5638230839634037e-05,4.27626654942657e-06,6.760573497539533e-06,6.6676790697957145e-06,3.7434938973757836e-06,0.0781528240706045,0.01394131520532066,0.07420949940761527,0.020764283975002358,1.2093049513092181e-05,-7.833125920509426e-10,0.06809401527597134,0.026905534869190412,1.2318394612609837e-05,-7.153113332057533e-10,0.0886593746572007,0.0870330090109988,9.0,9.0
2_3,1572845.4229609831,7.047367480640322,-3.621604023775038,111.83065573131022,0.3401386748844376,9,354.8888888888889,0.12279351050653176,0.00029069266876287716,2.9832262375221865e-05,9.141486634363934e-06,2.6814349609914407e-06,3.0113874753854284e-06,1.6526760411948397e-06,2.0897485612836e-06,2.058844283038599e-06,1.1332292043132225e-06,2.9142886644100827e-06,2.045254718907906e-06,0.0636492696175905,0.0021221769936014085,0.06223401982314004,0.008891265421864464,4.305468015098303e-06,-4.1682050398321333e-11,0.05999602463260778,0.013477494086351693,4.266560657402434e-06,5.237856588830398e-10,0.06616437235112996,0.06704075578741758,4.9044,1.0
2_4,2107871.2636915585,21.520602848644327,-8.946327159799015,154.46447500139274,0.41149097815764485,9,367.55555555555554,0.29688360282641274,0.0008873990832657222,0.00045541851215150374,0.00014219147502176396,2.0039971377633907e-05,3.4574248595154104e-05,1.201843534465756e-05,4.130797809229804e-06,8.208665667917431e-06,1.0572013933195287e-05,5.258037036248576e-06,7.039112087934267e-06,0.04749834368952487,0.0016232770507021773,0.046027685446265024,0.008044149359778235,4.467807735617045e-06,1.8521599827829074e-11,0.043763998257881256,0.01222452295182705,4.467059624699388e-06,-4.357475782024894e-11,0.048141527938357596,0.0499321070776316,2.884,8.4812
2_5,1823953.2593262163,19.497464595948465,-4.4824954581378025,126.99824777365558,0.3056298600311042,2,359.0,0.046142615285625514,0.00029630868907396153,4.284529183209223e-05,1.594356846750009e-05,3.569653760484736e-06,1.9900768684270356e-06,2.04684139304879e-06,2.685817472445999e-06,1.2754469343846344e-06,1.0200546862390608e-06,1.6506366748637445e-06,2.7636109941409395e-06,0.0549277501284095,0.002385932138723461,0.05384470331723675,0.007722958301695439,3.297413969191527e-06,-2.8849879481959977e-11,0.052146076202388786,0.011633381693215086,3.2860803172649356e-06,6.703997831281091e-11,0.055573489210812156,0.05740640223024862,3.2116,5.0
2_6,1486268.5376109567,19.818904960102444,-7.7087363015584645,215.18654836594968,0.28946417820590004,8,377.5,0.02010197512920188,0.00021402307969803133,4.5304892850607554e-05,1.6297683528212485e-05,5.280455806186954e-06,2.557288449148928e-06,2.10191120525258e-06,1.9895274721847115e-06,4.167900034336074e-06,1.258923204988036e-06,1.7793643036616402e-06,1.720281711137504e-06,0.067344649789072,0.0020418754097208023,0.0646044867077452,0.012563483144763632,8.167666385636491e-06,1.7210644007614723e-09,0.06065143228382665,0.019028840469367137,7.752240527042692e-06,2.1540181899257856e-10,0.07324345397022645,0.07195392917961042,5.1229,3.157
2_7,1423221.5470804572,26.673783071760802,-3.2264154314133444,138.60967804200754,0.18808403007096186,3,458.6666666666667,0.08729368069571662,0.00043391106206307347,7.116762545627777e-05,9.335923162331531e-06,3.044363123114486e-06,1.2650582624427358e-06,5.320553042278536e-07,2.3599044800029e-06,6.406949995487077e-07,1.178267205741586e-06,4.831084607145572e-07,9.763541682264266e-07,0.07062220079635853,0.005171679247160754,0.06910355817970253,0.011132091422254861,4.622080892328333e-06,-8.686071248406137e-11,0.06672233215570901,0.01611921202418409,4.656317800735038e-06,-6.117555624873017e-11,0.073519577796793,0.0786222759431199,4.8771,4.8498
2_8,1672808.0854668499,1.8777240109441902,-7.841063220832076,301.9189367323225,0.40502533347120256,2,316.5,0.17835513792179877,0.0025304605885311435,0.0007421784693945973,0.00021631331967220796,0.00010917582234924134,9.243935650663662e-05,6.635941908528737e-05,3.762620618080675e-05,7.81594095135276e-06,1.09910208242813e-05,1.0950249317346602e-05,1.451499109862295e-05,0.060013875520588955,0.004023277030040946,0.05758088221426193,0.010777854898794143,7.427269481100348e-06,-8.982286788823637e-10,0.05386984673138254,0.015534604114048497,6.658828371847031e-06,2.2060910345468286e-09,0.06266666448605195,0.06147682418916221,5.0,1.0
2_9,2134181.4614667473,20.137770725531574,-3.4886298945638696,110.68247962591497,0.3356505969472571,7,384.85714285714283,0.06879453581707817,0.0004554594449112036,0.00013913466231874316,4.917184705660052e-05,1.4062916358678144e-05,8.762784951878172e-06,2.0241515728692046e-06,1.5111707591929142e-06,1.3381060628500652e-06,9.600595314210617e-07,1.8507807689739427e-06,2.0577756747553993e-06,0.046977391201091616,0.002424583591689542,0.04624512054376565,0.0061448074691602085,2.2287073858832584e-06,-1.5853062815076416e-11,0.045084429131375434,0.009133275336798674,2.224879996076056e-06,-1.0059337778359759e-11,0.04768993087495547,0.05099005428814156,5.0,3.4027
2_10,1569628.0829669535,17.764667356346465,-10.313195713202703,259.24924372097183,0.34810126582278483,5,705.4,0.3353854197681681,0.008097131431872785,0.0010748606150033885,0.0002235319880247671,0.0001583932740706744,2.890927664935414e-05,1.5048189972713586e-05,7.716789858473468e-06,4.0399565760338765e-06,4.68935872018341e-06,5.840917509366321e-06,7.149478581083394e-06,0.06382199325274447,0.002637523041709371,0.06128413419033626,0.012103363047773246,7.5523868037404495e-06,3.0444418471451895e-10,0.057471951016678166,0.01821566311066083,7.597391449134983e-06,-1.2678167864427472e-10,0.06507691118927811,0.06576184925460754,5.0,1.0
2_11,2179153.163030719,20.18851554185237,-9.864485104594626,136.70126812306347,0.5075057736720554,5,354.6,0.03895873426314915,0.0008754735492077358,0.0002944495828410738,2.7089194649685955e-05,3.1189791553914505e-05,9.493714127154335e-06,4.740818692617484e-06,1.8817119114300512e-06,4.3759487045294815e-06,4.770179666447862e-06,5.389448422810771e-06,6.5204954689156635e-06,0.04589723350042185,0.0005992728940662536,0.04411923953952576,0.008338920677006154,5.396225037847533e-06,7.207267931573868e-11,0.0414021245018134,0.012684984491255229,5.378536710008597e-06,8.388965655311007e-12,0.046568035940377575,0.04744046501188766,6.7338,3.1843
2_12,1633787.997676921,28.881938727468107,-5.487927184007239,181.52362616799763,0.2279354671728065,6,338.0,0.04153353267399169,0.00011602958644008609,1.0777587659986877e-05,5.7161007142259605e-06,2.721656850384258e-06,9.9929703766926e-07,6.312434757320998e-07,1.554599021436349e-06,1.2740554751209408e-06,2.5904666391642707e-07,6.830918705852334e-07,1.56042613405775e-06,0.0613847275644608,0.003342815727288846,0.05971530645182522,0.010124400942968405,5.07752887398366e-06,-5.126669486909156e-11,0.05712103799847666,0.015094105141187215,5.032878747731883e-06,2.340581009681552e-10,0.06553958363481063,0.07085850810354893,6.6,3.1024
2_13,2063079.4351849412,-2.2813559748987866,-6.360742920434106,140.38130689065264,0.5102340202584701,6,455.5,0.37645679115962827,0.0009664446776362738,8.426946283717646e-05,3.881430785175134e-05,2.0567658277858982e-05,5.0709947483185355e-06,1.1085293124032636e-06,2.4832056082443082e-06,7.598103973713041e-07,7.517953706201668e-07,1.0223936941086618e-06,1.506022183651901e-06,0.04866831062931402,0.0032591257370482526,0.04734753383255041,0.00751945616245235,4.009307146703676e-06,9.052662445212446e-11,0.04531221562217814,0.010883043874115216,3.953879186609014e-06,2.665223314047802e-10,0.04937997559417266,0.04883534390793685,6.6519,5.0136
2_14,2197365.437650235,38.322886835849275,-10.602134839334314,163.2446320400842,0.3946980854197349,9,365.22222222222223,0.01558682449462093,0.00019895333602228734,9.714105081057959e-05,3.5756494734878994e-05,2.8783506489863686e-06,4.0070354382123104e-06,2.707799127483268e-06,3.005309265472315e-06,2.0628510245167223e-06,1.2257629000411292e-06,2.212531461155722e-06,1.0433896549485748e-06,0.045512880479339934,0.00041794546431919,0.0436940759809066,0.008492984115847172,5.5268852971226604e-06,-4.8980137125464846e-11,0.040908912781677256,0.012921947017577925,5.527895816471897e-06,-1.8875000992954863e-12,0.04656678801205102,0.04794869524927788,4.9864,6.9795
2_15,1622477.367823684,13.268462844282439,-4.668591082918494,117.1812067519254,0.33996619545175166,9,340.0,0.030234395950403718,0.0006284068878983183,6.86771981266098e-05,2.256046100894192e-05,7.3115241396391895e-06,1.7597223573505062e-06,1.989294856226765e-06,1.8473524880115306e-06,1.2473825104458788e-06,2.2414016898293523e-06,2.890438795453023e-06,1.2642327812137273e-06,0.0616738365099035,0.00157200980197525,0.060161492330947315,0.009281404525422638,4.5937580778657924e-06,-5.241770865518722e-12,0.0578087168814937,0.014209955691194959,4.608786477420206e-06,2.0356537007791095e-12,0.06324610540081062,0.06501044326403257,2.9932,9.0
2_16,1584819.3751736837,7.792317781917697,-8.34530965071526,311.9192557838945,0.27411114586591595,6,497.0,0.3065652280651556,0.0015032162491744308,0.0001343835718473526,3.9924002229898225e-05,1.3992641194603491e-05,3.984100188221523e-06,1.4135925942994824e-06,1.549066570210271e-06,1.210141324577184e-06,6.477534215035474e-07,6.371782374681174e-07,1.212185384317179e-06,0.06331331311234543,0.003767511666111029,0.06090586435469625,0.01150747778102923,7.3681087776734155e-06,-2.6846072354404585e-10,0.057110768859595325,0.016820916976405666,7.462922511300496e-06,8.23953035956622e-10,0.06537505574189821,0.06660765825290965,4.8771,6.9795
3_1,312753.0153137018,9.910080188302828,-1.5357792366305405,117.70533001740142,0.1794934841406442,4,821.0,0.11310837504030949,0.0023341191431371254,0.000509343885595824,8.058844660523659e-05,3.418650207139415e-05,5.339573174320616e-06,1.8008114532121137e-06,9.402821097164949e-07,9.162791667569905e-07,4.206950068268091e-07,2.6840215732448295e-07,1.7581885730447333e-07,0.32442605395970836,0.041111696141735855,0.3165610374039167,0.06423009282033426,2.4063143295312048e-05,-2.0775771897274517e-09,0.30423806826774885,0.08608750775567779,2.3378035952920564e-05,2.3213764681682767e-09,0.4085960992332332,0.3959533829447037,1.6007,6.8703
3_2,285825.89227576007,11.381817502245243,-2.149978212371057,110.33194923501888,0.26482432995417304,5,561.6,0.04977141464326823,0.014174959010843908,0.003906180492833133,0.0011414646397132856,0.00037942591787965327,0.00012996204744039963,3.0712273622556436e-05,3.1592210773771214e-06,2.6262556278513548e-06,5.631415213116152e-06,2.4826363625561836e-06,1.8570642470254933e-06,0.35186988392007246,0.027364660221803592,0.33686339420965467,0.07527173230669969,4.4475889105565956e-05,5.526551299903859e-09,0.31468907240687033,0.1104771235601501,4.40370547500234e-05,-3.502607898999948e-10,0.3724611868772995,0.3878748882306701,3.2389,8.3993
3_3,398983.2669556607,9.752188369965479,-0.8180055002793035,67.97655641296842,0.20973229761828335,12,555.5,0.07229160253620272,0.003907989327540804,0.0008828782814428825,0.0002110584935695986,7.490307749705853e-05,1.4707325168710981e-05,3.5361090773749892e-06,1.8866351701127201e-06,1.1218351717605018e-06,7.680573081540014e-07,6.882074071477985e-07,2.1314545217700116e-07,0.2530924962630673,0.025417170336547102,0.2484713881526109,0.041977354879289434,1.4076949552597386e-05,-5.891658679312153e-10,0.2411481775527866,0.057636580469293534,1.4160804123394116e-05,-1.3466981936371449e-10,0.28216099613637685,0.2776792454986517,2.6655,3.9761
3_4,328753.8520436485,6.346866158329256,-1.473932183898272,130.13160407900187,0.24236677413237245,8,593.125,0.9785787569685542,0.09091660447356073,0.01861893107161499,0.004593918257013088,0.0006582529341115726,0.00032278214051897235,0.00010558674968292146,2.4901778801472186e-05,2.7529427349045898e-05,1.194963240758212e-05,7.30528420741981e-06,2.8556025082320947e-06,0.3052748980549467,0.018639289989907933,0.29629438158665733,0.05360667789718331,2.7553789192862094e-05,-1.654177491081876e-09,0.28213258514762796,0.07844709233632381,2.8779362564943258e-05,-3.760075830702986e-09,0.32815713867350416,0.32501396425174095,3.7304,8.2628
3_5,280170.8068935382,7.594807483311555,-0.8734797893177617,126.65574123663754,0.21692891348964488,9,863.6666666666666,0.6822548987832618,0.013299099862635807,0.0037569197048978754,0.0004907596894063099,0.0007122219554127165,0.0003175344365621536,0.0003521161463193651,0.0002399163325991775,0.00012649095331066868,6.981853615904822e-05,9.349122815191178e-05,7.734868553452871e-05,0.3635141542302822,0.050155009174507124,0.35756525759892727,0.06898415509873711,1.7852451387107838e-05,-5.213644888300173e-10,0.34828221258560327,0.08854203621263475,1.791992461584841e-05,-6.812831674211298e-10,0.43387952535446245,0.42697334754494154,1.1911,4.4403
3_6,407688.28648285236,11.60275737520005,-1.8483354157569452,113.15259930983814,0.23416044326668273,5,625.6,0.28076401834069975,0.006905602389288307,0.0027236383662538124,0.0006045386259364683,0.00018393951237816454,5.964403113829901e-05,1.6233938703033404e-05,1.1189846158097226e-05,5.015124963213072e-06,1.9009589300954545e-06,3.5189382630301996e-06,1.457398494741284e-06,0.24594734860140324,0.012978419494800546,0.2368027133695988,0.04701933271242255,2.801775725251728e-05,-1.87352529826896e-09,0.22259973119738502,0.07035766683788354,2.8113860824095362e-05,-5.706355655823383e-10,0.25760724745578056,0.26144042282250635,5.3413,3.4573
3_7,349119.1981025875,15.35507629523952,-1.0144713422239895,151.52074746164226,0.07718780727630285,5,560.8,0.007780963406481316,0.0003335136900142826,0.0001501403990398573,6.737110661672032e-05,1.4843392412331418e-05,3.2495040034387633e-06,1.167997041773348e-06,6.545650673545629e-07,4.993144481925292e-07,1.7693399663836485e-07,1.7711682346966283e-07,1.111523244770511e-07,0.29349396964206986,0.045991917721980274,0.2882306301244478,0.06037795637847329,1.6076361065003095e-05,-6.315666363215037e-10,0.27986630513773575,0.07643127434662925,1.6193169593888502e-05,-3.100327739765614e-10,0.38036110886143354,0.36947627221780693,4.058,3.2662
3_8,366277.67321848584,5.509077026856288,-1.6065377636029823,174.2245585591875,0.21224321255290596,6,610.5,0.7692749273688744,0.0769977963769451,0.014515275007388617,0.004649600195241846,0.0016850756994229235,0.00028257824411464106,0.00014613624985728989,4.447972276527473e-05,3.061476074888664e-05,1.0437149266278095e-05,6.463455805792249e-06,1.695811361238086e-06,0.27393593656328935,0.016176416128213376,0.2643457986746936,0.04928833244486696,2.964240125043983e-05,-2.5150529689664743e-09,0.2488924590370002,0.0725907500168989,2.994800750011769e-05,3.874231437767135e-09,0.2945263647373734,0.28669297501348845,3.785,3.3481
3_9,352997.9986265894,8.156161469415409,-0.8761802926281405,133.45854251838253,0.14488593443118294,12,714.6666666666666,1.1884455504159435,0.05122270166225737,0.0018587262099201008,0.0006382318963045452,0.0004855295583574668,0.00013063153438473373,3.4944320768041445e-05,1.3754858217872345e-05,2.5187330820842498e-06,3.4502698972256477e-06,2.4518793602395446e-06,4.0886525397456205e-06,0.28624580091792,0.02941448257254372,0.282376460437769,0.04488066940075744,1.1818429518366125e-05,-3.6477409690461114e-10,0.27611488344061363,0.060484759517109486,1.1985091239270138e-05,-3.516934520197848e-10,0.3231003363112795,0.335583562433038,6.1331,2.802
3_10,373287.1720554234,7.0450186635441705,-2.2286335672389073,104.5529210933098,0.2796225513616818,9,474.3333333333333,0.23966926397184693,0.06338257188424644,0.017332375216577635,0.004436206540831402,0.0006851870352999401,0.00035083392442867515,5.449467768342159e-05,4.2942667885675154e-05,7.655006897811898e-06,1.5403424061326223e-05,9.998103679663895e-06,8.827721714647245e-06,0.26820301605318386,0.00934117765340497,0.2580645972170985,0.05073205069248261,3.109963250918518e-05,-3.0192884911043915e-09,0.24229225226925394,0.07649349241215136,3.122361366933156e-05,-5.400145673262316e-10,0.2768779761249562,0.283021525674808,5.5324,1.1638
3_11,273406.1906998202,14.178608681730234,-1.6407422351980805,148.37085764250983,0.21243224541575367,5,610.0,0.5405807323858257,0.028282797481441715,0.015482790415347461,0.0003413581287047641,0.0005151142113144633,0.00014517253241322456,4.2991616462062484e-05,4.558091269026848e-05,1.6190137157638938e-05,2.3191281301418145e-05,1.3860049739618497e-05,2.1173718885808985e-06,0.3696322517860116,0.03787111943797108,0.35805874867459764,0.07581546283333324,3.549045450139078e-05,-2.5068723830895526e-09,0.339763951740037,0.10906056861200904,3.6472346766154784e-05,-1.4320927173023958e-09,0.4300271358123237,0.44521216896895005,6.0785,1.4369
