,AF3_theta,AF3_slow alpha,AF3_alpha,AF3_beta,AF3_gamma,AF4_theta,AF4_slow alpha,AF4_alpha,AF4_beta,AF4_gamma,asymmetry_theta,asymmetry_slow alpha,asymmetry_alpha,asymmetry_beta,asymmetry_gamma,F7_theta,F7_slow alpha,F7_alpha,F7_beta,F7_gamma,F8_theta,F8_slow alpha,F8_alpha,F8_beta,F8_gamma,asymmetry_theta,asymmetry_slow alpha,asymmetry_alpha,asymmetry_beta,asymmetry_gamma,F3_theta,F3_slow alpha,F3_alpha,F3_beta,F3_gamma,F4_theta,F4_slow alpha,F4_alpha,F4_beta,F4_gamma,asymmetry_theta,asymmetry_slow alpha,asymmetry_alpha,asymmetry_beta,asymmetry_gamma,FC5_theta,FC5_slow alpha,FC5_alpha,FC5_beta,FC5_gamma,FC6_theta,FC6_slow alpha,FC6_alpha,FC6_beta,FC6_gamma,asymmetry_theta,asymmetry_slow alpha,asymmetry_alpha,asymmetry_beta,asymmetry_gamma,T7_theta,T7_slow alpha,T7_alpha,T7_beta,T7_gamma,T8_theta,T8_slow alpha,T8_alpha,T8_beta,T8_gamma,asymmetry_theta,asymmetry_slow alpha,asymmetry_alpha,asymmetry_beta,asymmetry_gamma,P7_theta,P7_slow alpha,P7_alpha,P7_beta,P7_gamma,P8_theta,P8_slow alpha,P8_alpha,P8_beta,P8_gamma,asymmetry_theta,asymmetry_slow alpha,asymmetry_alpha,asymmetry_beta,asymmetry_gamma,O1_theta,O1_slow alpha,O1_alpha,O1_beta,O1_gamma,O2_theta,O2_slow alpha,O2_alpha,O2_beta,O2_gamma,asymmetry_theta,asymmetry_slow alpha,asymmetry_alpha,asymmetry_beta,asymmetry_gamma,arousal,valence
10_8,1.3129020747371183,0.6326966018574829,0.5280112344360048,0.36508939187586925,-0.06964893161145688,1.5530561453007536,0.708487334559813,0.5422169673621451,0.48938000983765173,0.013258017144923043,0.2696511606310347,0.08703652371636712,0.016353496358938874,0.1421261189456067,0.09516133108807895,1.0065962597484204,0.3107286686390422,0.20320648871364957,-0.275428530762291,-0.6627418712679977,0.9853286651766247,0.8608617324843731,0.8446120309842283,0.7069578028045939,0.45813182584333234,-0.024480331108390523,0.5603643078116776,0.6282050022070059,0.8113660377813411,0.859245272969358,0.7330053666775882,0.20095431093683283,0.07672516125559344,-0.21502750303262289,-0.6172276517086428,1.2726995300659507,0.4495131573524763,0.3242210216654776,-0.15335630154147473,-0.600161625919666,0.5520644044314547,0.27860030190726814,0.27747109927606917,0.07088252300600223,0.019645460353843618,0.6834852587804311,0.11499994550051112,0.02984620175068481,-0.08891065174061491,-0.448229174924467,0.7898574931483558,0.1846112035751922,0.12207123731304274,-0.08606311273286184,-0.4313974318925614,0.12185697276896915,0.07997177924772478,0.10578077854512448,0.003278338690756599,0.019375835039598204,0.6685859777002232,0.05500840517289137,-0.017185743362506053,-0.10891852925728444,-0.407898832560403,0.9005901740072184,0.13369424811745864,0.08711470752071138,-0.13173396403539406,-0.5640156376978283,0.26092870466660273,0.09034342140879886,0.11950648371131488,-0.026261200487830712,-0.17782533881122442,1.9354762230597726,1.299377302817687,1.1870841805125392,0.3771873212389986,-0.46755429794354164,0.5131851798434427,-0.07809745470069686,-0.14291149511599885,-0.5604849811238666,-0.9168640914732858,-0.9271184878827236,-0.9195146790689707,-0.9106321311658421,-0.7930266443772879,-0.4756034120398509,0.5960691573900634,0.03463505213419103,-0.058669639394691345,-0.4890285379581003,-0.8159397073628878,0.6446303794474278,0.06427046812717759,-0.04890819784142151,-0.5155745804790719,-0.8911995136539647,0.05584999457307947,0.03410580028858937,0.011237801800283491,-0.030552748869086988,-0.08642987034611896,6.3788,1.0
10_9,1.1339774290848592,0.3801086377231261,0.31044718732219045,0.4151771556308155,-0.04415158173267642,1.5409436225497248,0.6976195317719116,0.5390482142330859,0.4768699939500384,0.018128181063461736,0.437016598127532,0.3500914071394143,0.25727369843723014,0.07090730812341234,0.07157960015951854,1.038493770283014,0.36090214238502805,0.2452217207978927,-0.12280739342916566,-0.4339198429207144,2.101736421287539,1.5065971434510725,1.3820725399502556,0.6540646293173183,-0.05518354408268466,0.8408604194625001,0.8665425296038387,0.863983602397896,0.7135636007571137,0.4103535413743424,0.797617636716726,0.186389105972678,0.07633544190541036,-0.22153715736696525,-0.6462894781934538,1.409499919591597,0.6909364669000801,0.5547811128655664,0.004234397222590438,-0.5219784780907584,0.607188253177724,0.52330591127458,0.5011427208190506,0.25422922375799306,0.14214911067044067,0.734120246869655,0.15291960551495162,0.08922659954222226,0.19574091430881607,-0.03847532764042448,1.242940942283436,0.5955249101563702,0.4536668513194997,0.07040773501401812,-0.37375654471506314,0.526869267871559,0.46960868390710797,0.396574308602784,-0.14330196516092672,-0.36791260037572876,0.7257554232461707,0.11991481057828726,0.06749788701951943,-0.12815755781120908,-0.4639979271229917,0.896899543600819,0.1992291403090309,0.24606954619085172,-0.21847528920387171,-0.672180099415217,0.1945260439378278,0.09106104077728919,0.20273986724191193,-0.10360898328881982,-0.23519213504982067,2.0203621517417876,1.4049075509311768,1.281645830178414,0.4992933573895215,-0.3006690536234141,0.5901895953608272,0.011636346137882864,0.05704282525110952,-0.5292724609227928,-0.9125360190743997,-0.9283822665061935,-0.92227782401508,-0.8874678643064001,-0.8287651640662318,-0.607177119791112,0.6692992766655693,0.11304245407212475,0.032357871762196615,-0.46673302788288307,-0.8215879918990026,0.6954448487302954,0.133287214716372,0.05370706940567507,-0.4883360454577016,-0.8841141975906717,0.030092114146210516,0.02330342235645322,0.024574223597987437,-0.02486626601753489,-0.07186186856886198,5.0,1.6553
10_10,0.9434764738503488,0.2844825522169143,0.20686663973899644,0.4184582019575892,0.012502403226143021,1.4967887491206617,0.6682089854609136,0.5043544699403368,0.013962206828573074,-0.364644678427479,0.5628700262763846,0.4151199382658492,0.32970346922559896,-0.43471296234683393,-0.4088308413966169,0.7937719672624826,0.24499614420236676,0.17601868357679135,-0.020247181921646023,-0.14192083222850568,0.7573234363246645,0.18398408087138676,0.11479305637812029,-0.2016928100733486,-0.4757906267898153,-0.04193830868370534,-0.0701274344527495,-0.07037209554272013,-0.20591050555765297,-0.36650675501605945,0.5780150913514428,0.026547308104999563,-0.07369110801109097,-0.2800986282863692,-0.6137274062832215,0.9624992792528201,0.15107094992678663,0.014113599168542873,-0.4355471769481324,-0.740186161803393,0.4158417384905141,0.14238896836641685,0.10074596526632097,-0.17708020686232412,-0.14457098508510077,0.6511214204248389,0.1273694897160357,0.07478266098227741,0.18475843110096735,0.08634849776791208,0.5261856381901242,0.007317430126279537,0.014068544379482654,0.02227931812368856,-0.09795073646563097,-0.1428538109225068,-0.13734158951691539,-0.0697860893497886,-0.18490923640208984,-0.2090544074724878,0.6935085811620233,0.07754073268358853,0.04870041517286026,-0.1378348653619171,-0.3367140113964166,0.8249432357234795,0.20108389233144588,0.18141459784615147,-0.33904494180367467,-0.726025941157787,0.15017526319614882,0.14128285566147716,0.15161483236312562,-0.22759504584024573,-0.4204280956862544,1.9787994384870766,1.4011285575931143,1.2781803347901124,0.5418408423579266,-0.1717014272685046,1.0314550978980424,0.3331128710362652,0.23459098309268595,-0.4135850625701206,-0.8552510357780718,-0.7971227281564737,-0.8424628269796994,-0.8341044583161068,-0.8004899420717647,-0.6566866025453286,0.5335003077873999,0.04617869312025436,-0.016885031416555483,-0.48807742904302814,-0.8036304241559532,0.5767243585449575,0.05822390689713314,-0.026152756019187758,-0.5003203920131586,-0.8776994039924448,0.049722489839591294,0.013866675956512026,-0.01066945736952931,-0.014094298629329113,-0.08506896177772538,3.1024,1.9283
10_11,1.1885526101954413,0.47295456276861725,0.39810257684380357,0.5054653894290821,0.06992025134738752,1.6044643013720006,0.7818989140683128,0.6405375463497351,0.49653786016534807,0.08088579296802631,0.44531094152740536,0.3414079086483967,0.272084474223254,-0.010277835981023525,0.01262387568232655,1.0730670171781065,0.47125549826234314,0.35544331174321586,-0.018788654939789897,-0.27107786492052083,0.9826007295590763,0.38517941324285376,0.2889864578922243,-0.1845818825662064,-0.5714639845255161,-0.10377817597065782,-0.09877562252814721,-0.07636233087054423,-0.18859167806032434,-0.33267424641142723,0.6506535170143328,0.11298736921517212,0.014446359473793175,-0.18394621239898634,-0.5970078112455717,1.1038360256882516,0.39237224568003515,0.2783077812097173,-0.18155054103971313,-0.5824956672397321,0.4790461813267373,0.3110014628622845,0.29476955023136064,0.002758111585939078,0.016706168758591138,0.896012506024683,0.2960940486021746,0.22318604906157835,0.25778486248609617,0.040919676612006586,0.8858132483415901,0.28361371947620867,0.19763763643921764,-0.08714244469419323,-0.4308798699382267,-0.011741789693657209,-0.014367521169723061,-0.029405217388779877,-0.37747537379521273,-0.4953908055556679,0.9168086656228852,0.2667894519109971,0.20251145951947114,-0.08093794843804669,-0.32577488546715894,0.9169354175663714,0.22149325498031425,0.23414677772075623,-0.22599079382076692,-0.5726621088893585,0.00014592856675383785,-0.05210195142175803,0.03640540989910386,-0.16546294532909572,-0.27682420289999693,1.9824728560856577,1.3460283695855915,1.250261819600912,0.522775827497926,-0.20773070685043063,2.641145289269251,2.07447885527054,1.9581428926892963,1.2650136508320116,0.49063127151871233,0.6400890935130168,0.6850984529809946,0.6723273336350161,0.6934301362439665,0.6662775875093342,0.8591967882973294,0.26411839748574756,0.17615648316364665,-0.3301025498103059,-0.7268909139058992,0.9091871534718209,0.2870314697585642,0.2012139683611352,-0.3354877735808998,-0.8026671159061634,0.05749007195071718,0.026373531952508817,0.028840495688810645,-0.006199888548088693,-0.08701992133202352,4.9044,1.0546
10_12,0.8172003797059473,0.1658429897797047,0.07417895278193656,-0.23906333621673284,-0.5900836317423082,1.5561516944829519,0.7618914321992762,0.5758181672659457,-0.08468033874011131,-0.5061148719852082,0.6914606356912792,0.59555212771841,0.5208704073937808,0.17589165616551936,0.09637257451032533,1.036364424791875,0.37210877175064616,0.26712481173541713,-0.2237517291107629,-0.5631143031249539,0.9593656255008647,0.32510884522522965,0.2187208196121493,-0.19399230936905537,-0.6375945225311932,-0.08841665772124414,-0.05405791551211849,-0.055669539733690925,0.03424839812036314,-0.0855389735836273,0.44471253906498626,-0.04736286410345574,-0.14438618551122762,-0.6245319027029197,-0.984079623033093,1.0129850404215701,0.17169776962104483,0.045164077199017716,-0.5835763391801394,-0.9177951876287633,0.5745226766393516,0.2469882775043012,0.2148283001686663,0.047116921914967226,0.07616498132720005,0.7770658719751311,0.13471158031831706,0.03970442847392957,-0.25923316946463576,-0.5292362635387267,0.6942239643427096,0.049052148646420685,-0.0432271468199505,-0.2929482049981315,-0.6362526785967993,-0.0950871272997917,-0.09830059031694653,-0.09518942661156801,-0.0387963865989081,-0.12258753432933357,0.5567956378132335,0.019437145468848404,-0.01672446988817679,-0.1409896684716514,-0.40517645183544,0.7340042076239137,0.14328667695085875,0.195952970954684,-0.303569361747381,-0.7366279778459408,0.2012345791810571,0.14162852136902732,0.24007523957726026,-0.18502107207847637,-0.3640941498632268,0.8996665622994183,0.2637976175407898,0.2275966078894849,-0.33275845395851467,-0.7944507107297227,0.556249000822562,-0.08336315654394007,-0.030554700782627342,-0.6189850267285278,-0.9983177512608508,-0.37598390395151476,-0.3796782155650346,-0.2887551812947485,-0.31809886501844387,-0.2304935101102095,0.45282878699274665,0.030713348617509687,-0.006464478008607533,-0.5375425322034462,-0.8640741115563764,0.4902025762312098,0.026429258441739177,-0.024018728229267445,-0.5456457069881854,-0.9329455584266418,0.043001630190762995,-0.004932201092728169,-0.020207326304482725,-0.009328854096159394,-0.07912542996297635,3.1297,7.3891
10_13,1.0318201136587704,0.335472954315968,0.2498037119742587,0.1569111507195529,-0.21977999783748123,1.4541042345197226,0.676335995970801,0.5218091347669322,0.08953262934994692,-0.28931288159292257,0.45117336686507564,0.3734558673520317,0.3033071483915002,-0.07741716640277437,-0.07988212390740995,0.999198424170566,0.35511235405408315,0.24508163928649784,-0.31118187576759265,-0.6466495381094094,0.8897262835138825,0.3644910148989328,0.266513476860099,-0.19819921500945603,-0.6506990898430184,-0.12537133345845905,0.01079716272430141,0.0246693086549989,0.12934740642649467,-0.004662184948082659,0.6740072046671252,0.05715731927424229,-0.05491044367076907,-0.5091745499646975,-0.9221330806325949,1.0248254223208215,0.2576547951915602,0.12611758754760116,-0.5019690159586208,-0.9282359244361316,0.3832762211494137,0.22681698598022362,0.20545006827168205,0.008295487301914121,-0.00702604296583112,0.7021998459587732,0.08459489224279183,0.015115814249636124,-0.2683927571055629,-0.5868842247947926,0.6317513239740404,0.08828497456286387,0.004290473045625428,-0.3403815823478029,-0.7178323368365481,-0.08092947598683972,0.004248338712236226,-0.01246248938312939,-0.0826909463717711,-0.14962769732202214,0.71384539094648,0.06727981665853969,0.009867539965362866,-0.13136491588494803,-0.4406657375034898,0.7874528931981537,0.23364502093496006,0.245024852632546,-0.23603734317580222,-0.589160655455515,0.0845414871260608,0.18922669036570028,0.26430849280161267,-0.11992859951454057,-0.16931473765844304,1.7062455975620971,1.0400011351481553,0.8882437462301985,0.007098639165525069,-0.6421450963202004,0.8432273327259696,0.2906898236920279,0.20741478408308753,-0.39969449742820473,-0.863171019446493,-0.7588874650645457,-0.6976341190764084,-0.6549014238213351,-0.43685539638720006,-0.24911168300719017,0.5669965798715348,0.06007805429549564,-0.032084391983306364,-0.5367415532251683,-0.8912594645578273,0.5894912757521302,0.062331823683831535,-0.03021223673337347,-0.5705735160333988,-0.9628310231223661,0.02589218728744896,0.0025947420750962232,0.0021553950473309547,-0.038930800775155226,-0.0822138162871578,2.4744,7.0341
10_14,0.9667359623524558,0.2870812813242968,0.15807351492400745,-0.13224522750680273,-0.5448101173113392,1.5835427541611558,0.7177124267238252,0.5522129841002854,-0.10082814730698285,-0.48471098227574766,0.6107552499557214,0.4587937997527363,0.42499287730269014,0.036154484827532016,0.06908147910300531,1.031172199991055,0.40629799808876627,0.26490048922028386,-0.2972479688295756,-0.5956569536892757,0.8986990269967265,0.44588047173579537,0.30974567586861723,-0.22218611489854498,-0.6001915455309759,-0.15134372659758139,0.04553948704139873,0.051584102230914204,0.08620366726668438,-0.005220594359566856,0.5801196917517668,0.0015463099039620429,-0.11409834986437288,-0.5432782732816782,-0.998857180482863,1.1870909404499994,0.3453647590181532,0.21060929079765234,-0.4355359779392254,-0.9340604220311081,0.603606474488354,0.3763801291708035,0.35734026380020906,0.12341059171915068,0.07446194529106716,0.627372965749718,0.07017058279308831,-0.02165448711014973,-0.24941971680452665,-0.5638905160337406,0.9662710546450343,0.411042884001634,0.2566409488666167,-0.3713023769778775,-0.779143819325802,0.3715075015048108,0.37346504096462335,0.309868071510257,-0.13940879066407286,-0.2428678903510696,0.6325641507325843,0.09372056127510263,0.05583737814573982,-0.10023726016421855,-0.41676935149575406,0.7564897671247102,0.18051324376096028,0.20533574408184635,-0.23460116018585384,-0.6202622801825386,0.1417143592375543,0.0995925197502867,0.17043666143660716,-0.153469943730076,-0.23008564002271265,1.6979559682788483,1.2219574187889761,1.1217300519766162,0.45777559108815635,-0.28269087127787085,0.3739758914503411,-0.0840492874518444,-0.09520357779990181,-0.6573100616280101,-1.002391558769657,-0.9094420852446801,-0.9057959253687863,-0.8855776676402085,-0.8574913739815758,-0.6797160446922729,0.4942129225684803,0.0334231258317176,-0.04991798778293466,-0.5565349206678348,-0.8614242087016812,0.5417129300540926,0.043874669407073526,-0.03528834164769986,-0.5670771861066275,-0.9245637360722416,0.05463195460539353,0.012032203517490729,0.016841410021962724,-0.012136635669786185,-0.0725642990301429,2.5836,8.4539
10_15,1.1076281823185377,0.41544360318946594,0.2942055986018772,-0.06923388799633838,-0.4641709310658461,1.7366542746444076,0.879469471868878,0.6962363904348607,-0.13439311548218943,-0.5863444982302706,0.6194998588807895,0.4886075178540707,0.4324082991162266,-0.07487692647176497,-0.13973718528096063,1.069609801251041,0.491302177118207,0.37231775025946945,-0.14365728128150018,-0.46981713654051194,0.9082062960575006,0.43482757938017325,0.3293691211837082,-0.16819617912305687,-0.6001212924014736,-0.1837129644500129,-0.06492731705700033,-0.04940617788579648,-0.02824393633714223,-0.14890283348465957,0.621328495007243,-0.001040540281126112,-0.11461534650934059,-0.5915260513445968,-0.9554252908880596,1.1142958844934092,0.2644857716903517,0.1392134061521835,-0.512018745107963,-0.9329054641413131,0.5135574803757083,0.2965187885822956,0.2841870686860943,0.09128136645029401,0.025921100847843513,0.9244855864705724,0.35248855556203784,0.2598294169681936,-0.053747379079650624,-0.3891084413436561,0.6325730674827561,0.15950814460530824,0.06317354584988313,-0.3437906696508843,-0.7446380009354725,-0.3239703539029048,-0.2185919358345337,-0.22261752531400789,-0.3220428543239263,-0.38789390013222996,0.7946291862379045,0.14042762122419547,0.09053104891581143,-0.021325989795298917,-0.3350820466433214,0.8070402164570672,0.212107939150666,0.22021916184415832,-0.2204991408258605,-0.6082740952019421,0.014287754232897246,0.082338182514662,0.14820924014726475,-0.2253702402898129,-0.30454710763419235,1.270310739783016,0.6022740995898771,0.47595091165110304,-0.19576428998672094,-0.7072660983619427,0.7157652649773509,0.180111367257934,0.11099950817042573,-0.562375721920487,-0.9725795230982474,-0.563839208133946,-0.45106205404105015,-0.39707012622414795,-0.39867875656800805,-0.29629522647878914,0.6295399482044423,0.1067728358552867,0.009934803361285162,-0.5278030386192142,-0.8839513321610876,0.6275798615174502,0.09252072869986835,0.010598771187134946,-0.550220290394058,-0.9499582923862064,-0.0022566293626748095,-0.016406872338267695,0.0007644210601207561,-0.02580308603416005,-0.07584737169690117,4.9317,9.0
10_16,0.7764353087836734,0.13097941917501119,0.05243225431898114,0.06770751108960642,-0.3053130105688444,1.291364392297002,0.6039940468995237,0.4666839148135312,0.04919600467420893,-0.35300255414763526,0.5319308001126244,0.49644567740298845,0.44377744802229413,-0.021308933227881972,-0.054849512214706166,0.9222375006552653,0.2911140375609239,0.2005856088862385,-0.23717271558421624,-0.6067158113372157,2.168377137201528,1.8170466611835097,1.7459793893829558,1.3374337274768808,1.0406204476580676,0.8926199089941081,0.9421439483332157,0.9446090861652852,0.9481189184869719,0.9559425025263119,0.8640682801259736,0.27224240890414403,0.19581905929545781,-0.21451672196066027,-0.5957752986852223,1.2160806414526368,0.390144980144701,0.2812980444336404,-0.31509382858532775,-0.6773809434787792,0.38444845112689036,0.1349127584176235,0.09809484682708022,-0.11527890659273034,-0.09367650600705063,0.883238698069466,0.2631014036954001,0.1680490167984207,-0.05310873464991007,-0.4211866146837263,0.6924377327954817,0.136295055868279,0.07778168616397918,-0.14162821744457507,-0.5145492040244495,-0.21620134478303787,-0.144962778750315,-0.10355157982542934,-0.10156046100470206,-0.10707560110600815,0.5868315063453335,0.12914723296484654,0.12459226137917043,-0.22777119568512658,-0.5388672509644608,0.8719172152231052,0.26499005463001446,0.3382785587536233,-0.2561958621332137,-0.7315275545119749,0.31691780989107393,0.15513207619766048,0.2411694792470623,-0.03271342949261367,-0.21824097991149705,1.7814740933365774,1.139645172013862,1.0259287026009176,0.28851673226579977,-0.3859646847747027,0.5302818165287562,0.04685627160221865,0.11416819293983213,-0.4645009768204901,-0.812354043010595,-0.8937959897964606,-0.8505449041356018,-0.7816908941989879,-0.6998179600950349,-0.4549295790490456,0.5858044531966782,0.0951913558126203,0.08286268850416348,-0.3659111017151309,-0.7167044285626413,0.6377576757493204,0.14119706236498256,0.09495804713157019,-0.39770577675235014,-0.7521370337337294,0.05974212964480955,0.05291655227013404,0.013924396202034606,-0.03658863185290216,-0.040770681345154706,1.0,5.0
11_1,1.2000274034476144,0.3559514537710535,0.19418078135952108,-0.4205008946518426,-0.7232102987844169,1.5166550004987511,0.6373804245923117,0.4545160916690858,-0.5100333538110066,-0.8586533345203755,0.3491987958103166,0.31312563430186646,0.2910582774567485,-0.10271452679545678,-0.1546828504463338,0.47717733349948943,0.11028675072947547,0.0031329012455244536,-0.6174522949211393,-0.9461791445121485,0.8257459541895033,0.32891920205893566,0.19858475885942795,-0.4945086044686649,-0.8910288989168611,0.3810645509514262,0.2465253303124182,0.22129964438539695,0.1406064016575874,0.06340887869342618,0.6043683493240706,0.11202027748403069,-0.005677571586257691,-0.6430685588644445,-0.9915017600807626,1.1950408886170503,0.498662624836386,0.3414565940069157,-0.46029279706152804,-0.8680999121688177,0.5915433785154004,0.417894625601905,0.3796519971859061,0.20737648621789515,0.14112340830246645,0.4147785568926543,0.023205261644446046,-0.0904643183724624,-0.5805385758494455,-0.8618890915769274,0.25932746408456786,0.05521221760130807,-0.05485536460068952,-0.5395778762481589,-0.8610911585325051,-0.17708304406995043,0.036832699924400934,0.04097337100977524,0.04712282191505449,0.0009186541082217906,0.7903387457417731,0.41408479082609206,0.26958733297463955,-0.4032501304259669,-0.856337663300661,0.8974728353630035,0.2926824991887643,0.1655951265887083,-0.25202600394207975,-0.7585154031465678,0.1227209740389079,-0.13886645250984656,-0.11915665761674296,0.17236514563236516,0.11214828682130089,0.8514155472325036,0.5000668311974865,0.3733736564047304,-0.3766947596341678,-0.890794675105599,0.775101328708002,0.33619108457716,0.21636324003793128,-0.6179063881215945,-0.9195019219784205,-0.08763461203994004,-0.18646172982476553,-0.17882143136260914,-0.27077981726098127,-0.033038410598401555,0.7619270814462786,0.4917973810449705,0.38246924512958386,-0.4840412161655061,-0.9229367829999326,0.7311076332014572,0.39748071690402265,0.2773123675697794,-0.5953748742807103,-1.0219518295372345,-0.035467318007936836,-0.10816129860385788,-0.1204782847145456,-0.12748022877778553,-0.11350405160107416,2.9659,7.0341
11_2,0.9336120131902257,0.20964824722143519,0.1084469714144534,-0.5567859596023272,-0.9265854385360545,1.545458736655446,0.6868663348106904,0.5353677131199397,-0.3626124411471618,-0.7716242656937555,0.6071624066476374,0.5000836075600079,0.4554146077220012,0.21989952345881603,0.1765366357787372,0.560693333767824,0.07262579029110572,-0.01894652269848635,-0.49338242188972453,-0.7504468303974702,0.9384140730656906,0.2674415721947136,0.20041923434496936,-0.3342888069560142,-0.6511975287173116,0.4093807516096688,0.22060308617124874,0.24731810549082262,0.18114210964399843,0.11377026510342561,0.6379760495591148,0.1443645173510302,0.044215558366143166,-0.5211760591368341,-0.8867211391402477,1.2890198562584836,0.5227347117948344,0.3976975631624743,-0.3802852420198504,-0.794204461205638,0.6348755662183629,0.41000296276056847,0.3858894249022142,0.16079875833003743,0.1061127753556198,0.5634043173914568,0.041268093458867436,-0.03711286061532435,-0.4072192674807631,-0.7271398675909785,0.5032164531054608,-0.023655419848910078,-0.05362236205176219,-0.312802649366724,-0.5057751818232757,-0.06918314420857703,-0.07460706650266673,-0.019004977323537963,0.10827502719015754,0.24947745934406576,0.7998259655398055,0.35171690271765615,0.2534566497078805,-0.3947098006583028,-0.8162641070094233,0.7807862252712183,0.19483702549213966,0.13054625352881458,-0.372583284267604,-0.6951602018161791,-0.021916800829704226,-0.1786759445121114,-0.1405688278251635,0.025468584534155222,0.13852953095828371,0.805206539232634,0.3380755510736321,0.2820912954969106,-0.3646388737145363,-0.7933160881503052,0.6671966732468089,0.1350071058943225,0.059219210475371306,-0.5261504629804941,-0.7716552669900119,-0.1575659888882751,-0.22962275504704527,-0.2511041977821426,-0.18383319830327796,0.024932773595275137,0.8506086777622349,0.287050549709294,0.25295227165465894,-0.44530198165123924,-0.8623955022460438,0.6779605512092699,0.1681377514205988,0.12634050500856747,-0.542972369324249,-0.9073363319274339,-0.19619150986179898,-0.13605447611749033,-0.14474345936811125,-0.11197563290775782,-0.051693921715632966,3.0205,8.5631
11_3,1.0039393230329519,0.11150497169559068,-0.01664218054373859,-0.6521020139214784,-1.0026521931214738,1.487013467203942,0.5282502932727942,0.36739942761952804,-0.4630949108878937,-0.8494517940902399,0.5051225041539883,0.4460800443775438,0.4154202221177696,0.21423174440941312,0.1745719465974167,0.4648424362597409,0.044313304833210845,-0.047166778278888474,-0.5998640016265959,-0.8761148408846369,0.7462409326298073,0.1655155587638356,0.08262456506535666,-0.46650075433302773,-0.8093926174003021,0.313093988948794,0.13864058448684366,0.14832547588605896,0.15234483539676785,0.07666606031726186,0.7625261859389322,0.1432767028671449,0.0505640148558958,-0.6131451709504581,-0.9863174801084374,1.4081299366288413,0.6473737441409451,0.5089910814959114,-0.31460113896544,-0.8260602492808482,0.631122041464118,0.522929336440854,0.48368509083995637,0.33078684736313274,0.1824374992024206,0.37010636440859346,-0.03833076381740898,-0.1302232831117948,-0.6491291817944042,-0.9037421839419143,0.32790771420587517,-0.0040828627650218935,-0.08708264555078964,-0.4907672750855576,-0.7172695283443886,-0.048544803911402035,0.03940893265156736,0.0496266938158507,0.18032721681701042,0.21144603779730786,0.7765898473000654,0.3980792671209825,0.27122917112832606,-0.43650827587470664,-0.8704569544046497,0.8355400740553589,0.20680275933047762,0.11000943253053697,-0.3978824333471921,-0.8448811348957757,0.0677649424281401,-0.21672318024793444,-0.18350852794847908,0.04444035413515994,0.029436743420554475,0.9045397057229188,0.4033701052333374,0.3026000177909929,-0.35349788056046183,-0.8550591313284547,0.707249655089338,0.12592302195046173,0.03445444082214,-0.5866524126658997,-0.8643171600261972,-0.22331135456311527,-0.3089848835640492,-0.29926672688408706,-0.2621624822893546,-0.01065829581591535,0.7265449398815542,0.28249865067673047,0.21437719346985423,-0.49825420372279366,-0.9428603862214324,0.7002019722451487,0.2654002775005735,0.16977946332010352,-0.5786756335408112,-0.9963795653889481,-0.03031916684792934,-0.019682687259286635,-0.051299961322671464,-0.09232492038315279,-0.061538373730478296,3.0751,6.57
11_4,0.8486652763913204,0.08146917517482394,-0.04482393867454685,-0.6584321079552115,-0.955786132891151,1.5091626241399605,0.6515708437166593,0.4765669962963368,-0.47446573529038777,-0.8616360559217452,0.641327623079647,0.57593176640423,0.5372441529684028,0.20868790528022693,0.10797174783740722,0.4971017112049664,-0.01875989904909718,-0.07130041751620447,-0.5478460492168009,-0.7941906926306082,0.9039620539034078,0.2743333473472117,0.1698725558916013,-0.46697557980113147,-0.7596017187654804,0.4369180019216264,0.3251865058915511,0.27073857651738326,0.09283746516917021,0.039800991302720655,0.6583628774882423,0.11050975033249377,0.0059725529068654845,-0.5759480550491003,-0.9807785603058963,1.3031757714044943,0.6388347103481512,0.5012317594828799,-0.34357932930781254,-0.8382635635228335,0.6305738879418716,0.5428987027009986,0.5154975039027175,0.26131976843433213,0.16261976587530735,0.4484685040726455,-0.023278551772925496,-0.11781939880941018,-0.6344489229303342,-0.9138848176407698,0.27434897805300745,-0.03723394783642622,-0.10734839088899423,-0.39193414889199857,-0.555140100341865,-0.19781977401809683,-0.016065361123021583,0.012054609422574575,0.2721695487079337,0.3910340172359464,0.8248650499992437,0.2732249849434566,0.2034671947104778,-0.40168924255093896,-0.8382064438220933,0.7590968368078952,0.14003077033907696,0.07438926864997251,-0.3934429740979275,-0.7527862923014765,-0.0755740795910467,-0.15215474029064627,-0.14752209630274504,0.009493582178091759,0.098027763459972,0.8614940109432943,0.3762333384358642,0.30267358949936585,-0.37982238647199335,-0.8399508367946353,0.7184806814037726,0.12536859271872233,0.04076610949437599,-0.535172048408338,-0.7581434681307155,-0.16317826818141132,-0.2810471932069999,-0.2927140942621455,-0.17696992705274506,0.09390670618232569,0.7671007394355763,0.24795638111106832,0.18734360431232902,-0.5089486514136577,-0.9166509851588152,0.7154636910324834,0.16305118709702987,0.09796958137082402,-0.5879416836841767,-0.9051846280206572,-0.0593794120235008,-0.09744055978171878,-0.1025340414173236,-0.0906941883795201,0.013200364708915094,2.884,7.0341
